book_id,print_series,size,type_of_print,translator_id,translator,shabak,gregorian_publish_year,solar_publish_year,page_count,Persian Title,English Title,Off,Rate,Break Price,Special_Price,Exist,Publisher,publisher id,Writer,writer id,Description,Feature,Category
2202,2,رقعی,شومیز,,{160: 'پرویز شهدی'},978-6005847086,1998,1399,562,کتاب استالینگراد - آغاز پایان,"Stalingrad: The Fateful Siege, 1942–1943",15 % تخفیف,3.28,"350,000","297,500",موجود,نسل آفتاب,1124,آنتونی بیوور,3380,نبرد استالینگراد نه تنها نقطه عطف روان شناسانه ی جنگ جهانی دوم بود: بلکه چهره جنگ مدرن را نیز تغییر داد. کتاب استالینگراد آغاز پایان اثرآنتونی بیوور ، نویسنده پرفروش بین المللی، به بررسی این نبرد مهم می پردازد. در آگوست 1942 ، ارتش ششم عظیم هیتلر به شهری رسید که نام استالین را بر خود داشت. در محاصره پنج ماهه بعد ، روسها برای نگه داشتن استالینگراد به هر قیمتی جنگیدند. سپس ، در یک وارونگی حیرت انگیز ، دشمن نازی خود را محاصره کرده و به دام انداختند. این نبرد بر سر ویرانه های یک شهر به قیمت جان بیش از یک میلیون نفر تمام شد. کتاب استالینگراد: آغاز پایاین تجربه سربازان هر دو طرف جنگ ، جنگ در شرایط غیرانسانی و غیرنظامیانی را که در یک میدان نبرد شهری گرفتار شده اند ، منتقل می کند. آنتونی بیوور با بازماندگان این جنگ گفتگو کرده و مطالب کاملا جدیدی را در طیف وسیعی از بایگانی های آلمان و شوروی کشف کرده است ، از جمله بازجویی از زندانیان و گزارش هایی درباره فرار از زندان و اعدام ها. کتاب استالینگراد به عنوان داستانی از قساوت ، شجاعت و رنج های انسانی، کتابی بی سابقه و فراموش نشدنی است.مورخان در سراسر جهان کتاب استالینگراد آغاز پایان آنتونی بیوور را به عنوان گزارش قطعی از مخوف ترین نبرد جنگ جهانی دوم تحسین کرده اند. آنتونی بیوور رمان نویس و تاریخ نگار بریتانیایی است که موفق به کسب نشان شوالیه افتخار هنر و ادبیات فرانسه شده است.,['برنده ی جایزه ادبی ساموئل جانسون'],"['ادبیات انگلیس', 'دهه 1990 میلادی', 'جایزه ی هاثورندن', 'پرافتخارترین کتاب ها', 'تاریخی', 'جایزه ی بهترین اثر غیرداستانی ساموئل جانسون', 'فهرست کتاب های تاریخی برگزیده', 'تاریخ جهان', 'تاریخ جنگ جهانی']"
2202,2,رقعی,شومیز,,{160: 'پرویز شهدی'},978-6005847086,1998,1399,562,کتاب استالینگراد - آغاز پایان,"Stalingrad: The Fateful Siege, 1942–1943",15 % تخفیف,3.28,"350,000","297,500",موجود,نسل آفتاب,1124,آنتونی بیوور,3380,نبرد استالینگراد نه تنها نقطه عطف روان شناسانه ی جنگ جهانی دوم بود: بلکه چهره جنگ مدرن را نیز تغییر داد. کتاب استالینگراد آغاز پایان اثرآنتونی بیوور ، نویسنده پرفروش بین المللی، به بررسی این نبرد مهم می پردازد. در آگوست 1942 ، ارتش ششم عظیم هیتلر به شهری رسید که نام استالین را بر خود داشت. در محاصره پنج ماهه بعد ، روسها برای نگه داشتن استالینگراد به هر قیمتی جنگیدند. سپس ، در یک وارونگی حیرت انگیز ، دشمن نازی خود را محاصره کرده و به دام انداختند. این نبرد بر سر ویرانه های یک شهر به قیمت جان بیش از یک میلیون نفر تمام شد. کتاب استالینگراد: آغاز پایاین تجربه سربازان هر دو طرف جنگ ، جنگ در شرایط غیرانسانی و غیرنظامیانی را که در یک میدان نبرد شهری گرفتار شده اند ، منتقل می کند. آنتونی بیوور با بازماندگان این جنگ گفتگو کرده و مطالب کاملا جدیدی را در طیف وسیعی از بایگانی های آلمان و شوروی کشف کرده است ، از جمله بازجویی از زندانیان و گزارش هایی درباره فرار از زندان و اعدام ها. کتاب استالینگراد به عنوان داستانی از قساوت ، شجاعت و رنج های انسانی، کتابی بی سابقه و فراموش نشدنی است.مورخان در سراسر جهان کتاب استالینگراد آغاز پایان آنتونی بیوور را به عنوان گزارش قطعی از مخوف ترین نبرد جنگ جهانی دوم تحسین کرده اند. آنتونی بیوور رمان نویس و تاریخ نگار بریتانیایی است که موفق به کسب نشان شوالیه افتخار هنر و ادبیات فرانسه شده است.,['برنده ی جایزه ادبی ساموئل جانسون'],"['ادبیات انگلیس', 'دهه 1990 میلادی', 'جایزه ی هاثورندن', 'پرافتخارترین کتاب ها', 'تاریخی', 'جایزه ی بهترین اثر غیرداستانی ساموئل جانسون', 'فهرست کتاب های تاریخی برگزیده', 'تاریخ جهان', 'تاریخ جنگ جهانی']"
2209,1,رقعی,شومیز,,{203: 'شیرین معتمدی'},978-6007642580,1992,1394,188,کتاب یکشنبه بعد از روز مادر,Lost In The City,0,4.05,nan,nan,ناموجود,کتاب کوله پشتی,53,ادوارد پی جونز,20,کتاب «یکشنبه بعد از روز مادر» مجموعه ای از داستان های کوتاه نوشته ی «ادوارد پی. جونز» است که اولین بار در سال 1992 انتشار یافت. «جونز» مخاطبین خود را به درون زندگی مردان و زنانی آفریقایی-آمریکایی می برد که به شکل پیوسته در تلاش هستند تا با تهدیدهای مختلف رو به رو شوند و احساسی از امید را در خود زنده نگه دارند. از دختری که از کبوترها نگهداری می کند، تا زنی که در میانه ی شب به واسطه ی تماسی تلفنی از خواب بیدار می شود و به سفری به گذشته ی خود می رود، شخصیت های این داستان ها با محدودیت های سرنوشت و زندگی خود مواجه می شوند تا با فقدان خانواده، دوستان، خاطرات، و در نهایت خودشان کنار آیند.,"['برنده ی جایزه ی بنیاد پن-همینگوی سال 1993', 'نامزد دریافت جایزه ی کتاب سال آمریکا']","['جایزه ی بنیاد پن-همینگوی', 'ادبیات آمریکا', 'ادبیات داستانی', 'ادبیات معاصر', 'داستان درام', 'دهه 1990 میلادی', 'داستان کوتاه', 'فهرست برترین مجموعه داستان های کوتاه']"
2209,1,رقعی,شومیز,,{203: 'شیرین معتمدی'},978-6007642580,1992,1394,188,کتاب یکشنبه بعد از روز مادر,Lost In The City,0,4.05,nan,nan,ناموجود,کتاب کوله پشتی,53,ادوارد پی جونز,20,کتاب «یکشنبه بعد از روز مادر» مجموعه ای از داستان های کوتاه نوشته ی «ادوارد پی. جونز» است که اولین بار در سال 1992 انتشار یافت. «جونز» مخاطبین خود را به درون زندگی مردان و زنانی آفریقایی-آمریکایی می برد که به شکل پیوسته در تلاش هستند تا با تهدیدهای مختلف رو به رو شوند و احساسی از امید را در خود زنده نگه دارند. از دختری که از کبوترها نگهداری می کند، تا زنی که در میانه ی شب به واسطه ی تماسی تلفنی از خواب بیدار می شود و به سفری به گذشته ی خود می رود، شخصیت های این داستان ها با محدودیت های سرنوشت و زندگی خود مواجه می شوند تا با فقدان خانواده، دوستان، خاطرات، و در نهایت خودشان کنار آیند.,"['برنده ی جایزه ی بنیاد پن-همینگوی سال 1993', 'نامزد دریافت جایزه ی کتاب سال آمریکا']","['جایزه ی بنیاد پن-همینگوی', 'ادبیات آمریکا', 'ادبیات داستانی', 'ادبیات معاصر', 'داستان درام', 'دهه 1990 میلادی', 'داستان کوتاه', 'فهرست برترین مجموعه داستان های کوتاه']"
2221,17,وزیری,جلد سخت,,{},978-9646961111,1996,1398,1014,کتاب روزگاران,The Ages,20 % تخفیف,4.11,"950,000","760,000",موجود,سخن,1330,عبدالحسین زرین کوب,3389,روزگاران کتابی است نوشته ی دکتر عدالحسین زرین کوب که به تاریخ ایران از ورود اریاییان به فلات ایران تا پایان حکومت پهلوی می پردازد. این کتاب نخستین بار در سال 1375 توسط انتشارات سخن به چاپ رسیده است. روزگاران تاریخ این سرزمین از حوادث، جنگ ها، تغییر پادشاهان و سلسله ها را به اجمال بررسی می کند اما به صورتی دقیق و معتبر این کار را انجام می دهد. از نظر نثر نیز این کتاب از دایره ی لغات گسترده ای استفاده می کند. نویسنده کوشیده است به صورتی بی طرف و متعادل بنویسد اما تنها به لیست کردن اتفاقات نمی پردازد و جایی که لازم ببیند نفسیر و تحلیل کوتاهی ارائه می دهد. فرمانروایان از یاد رفته با شکست ها و پیروزی هاشان ، آنان در پی هم از برابر دیدگان خوانشگر عبور می کنند و در حین عبور کارهاشان نیز گاه تفسیر، خط سیر کردارهایشان و نقش آن ها در تمدن و فرهنگ ایران ارزیابی میشود. اگر به مطالعه ی تاریخ ایران علاقه مندید این کتاب برای شما اثری خواندنی و مفید خواهد بود.,[],"['دهه 1990 میلادی', 'تاریخی', 'ادبیات ایران', 'تاریخ ایران', 'فهرست کتاب های تاریخی برگزیده']"
2221,17,وزیری,جلد سخت,,{},978-9646961111,1996,1398,1014,کتاب روزگاران,The Ages,20 % تخفیف,4.11,"950,000","760,000",موجود,سخن,1330,عبدالحسین زرین کوب,3389,روزگاران کتابی است نوشته ی دکتر عدالحسین زرین کوب که به تاریخ ایران از ورود اریاییان به فلات ایران تا پایان حکومت پهلوی می پردازد. این کتاب نخستین بار در سال 1375 توسط انتشارات سخن به چاپ رسیده است. روزگاران تاریخ این سرزمین از حوادث، جنگ ها، تغییر پادشاهان و سلسله ها را به اجمال بررسی می کند اما به صورتی دقیق و معتبر این کار را انجام می دهد. از نظر نثر نیز این کتاب از دایره ی لغات گسترده ای استفاده می کند. نویسنده کوشیده است به صورتی بی طرف و متعادل بنویسد اما تنها به لیست کردن اتفاقات نمی پردازد و جایی که لازم ببیند نفسیر و تحلیل کوتاهی ارائه می دهد. فرمانروایان از یاد رفته با شکست ها و پیروزی هاشان ، آنان در پی هم از برابر دیدگان خوانشگر عبور می کنند و در حین عبور کارهاشان نیز گاه تفسیر، خط سیر کردارهایشان و نقش آن ها در تمدن و فرهنگ ایران ارزیابی میشود. اگر به مطالعه ی تاریخ ایران علاقه مندید این کتاب برای شما اثری خواندنی و مفید خواهد بود.,[],"['دهه 1990 میلادی', 'تاریخی', 'ادبیات ایران', 'تاریخ ایران', 'فهرست کتاب های تاریخی برگزیده']"
2228,1,رقعی,شومیز,,{2762: 'آرش خوش صفا'},978-964-374-733-6,2012,1396,507,کتاب کانادا,Canada,30 % تخفیف,3.5,"324,000","226,800",موجود,روزگار,39,ریچارد فورد,3410,کتاب کانادا، رمانی نوشته ی ریچارد فورد است که اولین بار در سال 2012 منتشر شد. این رمان به داستان پسری نوجوان به نام دل پارسونز می پردازد که پدر و مادرش، به سرقت بانک دست می زنند و باعث می شوند که زندگی او به قبل و بعد از این ماجرا تقسیم شود. پس از دستگیری و به زندان افتادن پدر و مادر دل، او به همراه خواهر دوقلویش، برنر، با آینده ای نه چندان روشن و امیدبخش در نهادهای نگهداری از بچه های بی سرپرست مواجه می شوند. برنر که بسیار مصمم است و خشم، تمام وجودش را فرا گرفته، از مرکز نگهداری می گریزد و دل را تنهاتر از همیشه رها می کند. پس از مدتی دوستی خانوادگی از راه می رسد و دل را به شکلی مخفیانه به مرز مونتانا می برد. دل در آن جا تحت حمایت مردی اسرارآمیز و کاریزماتیک به نام آرتور رملینگر قرار می گیرد که گذشته ی خودش، در طرف دیگر مرزی غیرقابل عبور اسیر شده است.,"['برنده جایزه اندرو کارنگی', 'از پرفروش ترین کتاب های نیویورک تایمز', 'نامزد جایزه بهترین داستان گودریدز']","['ادبیات آمریکا', 'ادبیات داستانی', 'ادبیات معاصر', 'داستان درام', 'دهه 2010 میلادی', 'پرفروش ترین کتاب های نیویورک تایمز', 'درام', 'جایزه ی استوریاس', 'مدال اندرو کارنگی', 'برترین آثار داستانی دهه 2010 به انتخاب «نیویورک تایمز»', 'فهرست کتاب های برگزیده به انتخاب «واشنگتن پست»']"
2228,1,رقعی,شومیز,,{2762: 'آرش خوش صفا'},978-964-374-733-6,2012,1396,507,کتاب کانادا,Canada,30 % تخفیف,3.5,"324,000","226,800",موجود,روزگار,39,ریچارد فورد,3410,کتاب کانادا، رمانی نوشته ی ریچارد فورد است که اولین بار در سال 2012 منتشر شد. این رمان به داستان پسری نوجوان به نام دل پارسونز می پردازد که پدر و مادرش، به سرقت بانک دست می زنند و باعث می شوند که زندگی او به قبل و بعد از این ماجرا تقسیم شود. پس از دستگیری و به زندان افتادن پدر و مادر دل، او به همراه خواهر دوقلویش، برنر، با آینده ای نه چندان روشن و امیدبخش در نهادهای نگهداری از بچه های بی سرپرست مواجه می شوند. برنر که بسیار مصمم است و خشم، تمام وجودش را فرا گرفته، از مرکز نگهداری می گریزد و دل را تنهاتر از همیشه رها می کند. پس از مدتی دوستی خانوادگی از راه می رسد و دل را به شکلی مخفیانه به مرز مونتانا می برد. دل در آن جا تحت حمایت مردی اسرارآمیز و کاریزماتیک به نام آرتور رملینگر قرار می گیرد که گذشته ی خودش، در طرف دیگر مرزی غیرقابل عبور اسیر شده است.,"['برنده جایزه اندرو کارنگی', 'از پرفروش ترین کتاب های نیویورک تایمز', 'نامزد جایزه بهترین داستان گودریدز']","['ادبیات آمریکا', 'ادبیات داستانی', 'ادبیات معاصر', 'داستان درام', 'دهه 2010 میلادی', 'پرفروش ترین کتاب های نیویورک تایمز', 'درام', 'جایزه ی استوریاس', 'مدال اندرو کارنگی', 'برترین آثار داستانی دهه 2010 به انتخاب «نیویورک تایمز»', 'فهرست کتاب های برگزیده به انتخاب «واشنگتن پست»']"
2244,7,رقعی,شومیز,,{335: 'گلی امامی'},978-9643210526,2005,1401,600,کتاب اجاق سرد آنجلا,Angela's Ashes,30 % تخفیف,4.09,"350,000","245,000",موجود,فرزان روز,76,فرانک مک کورت,3423,"""اجاق سرد آنجلا"" کتابی است به قلم ""فرانک مک کورت"" که براساس خاطرات وی نوشته شده است. داستان با به دنیا آمدن ""فرانک مک کورت"" جوان در آمریکا آغاز می شود و ادامه می یابد. پدرش دستمزد خانواده را در میخانه ها حیف و میل می کند و به زودی خانواده به ایرلند باز می گردند. در حالی که پدرش بی هدف از یک شغل به شغل دیگر و از یک میخانه به میخانه ی دیگر می رود ، فرانک و خانواده اش از زاغه ای به زاغه ی دیگر نقل مکان می کنند. همه جا برای فرانک پر از مصیبت است: مدرسه ، خانه ، آب و هوا ، شرایط ناخوشایند لیمریک و یک جمعیت به شدت متدین. فرانک که به اجبار زندگی، زودتر از آنچه باید مرد شد، در تلاش است تا با کار کردن به مادرش که چه مشغول کمک گرفتن از دولت است و چه گدایی، کمک کند، در حالی که پدرش در صنایع جنگی انگلستان مشغول کار و مصرف مشروبات الکلی است. فرانک فقط یک آرزو دارد و آن این است که به آمریکا برگردد ، جایی که ""همه، ستاره ی سینمایی هستند"".""اجاق سرد آنجلا"" نه تنها به دلیل واقعی بودن ، بلکه به دلیل برجسته کردن شرایط ویرانگری که میلیون ها نفر با آن روبرو هستند (و متاسفانه ادامه دارد) بسیار شگفت آور است. قدرت عظیم ""فرانک مک کورت"" در روایت کتاب، به دلیل روایت آن از دریچه ی نگاه خود جوانتر اوست نه روایت به وسیله ی یک بزرگسال در مورد آنچه که در جوانی دیده و انجام داده است. فرانک جوان از طریق غرایز بقا و فقط به این دلیل که در آن زمان درست به نظر می رسید (مثلا برای خوردن غذا سرقت می کند در حالی که به خودش قول می دهد بعدا همه آن را پس دهد) چنین مسیری را انتخاب می کند.","['برنده ی جایزه حلقه ی منتقدین کتاب آمریکا سال 1996', 'برنده جایزه ی پولیتزر سال 1997 برای زندگی نامه', 'برنده ی جایزه ی Audie سال 1996', 'برنده ی جایزه ی لس آنجلس تایمز 1996']","['جایزه ی حلقه منتقدین کتاب آمریکا', 'جایزه ی بوکه', 'ادبیات آمریکا', 'زندگی نامه', 'ادبیات مهاجرت', 'دهه 1990 میلادی', 'پرافتخارترین کتاب ها', 'پرفروش ترین کتاب های نیویورک تایمز', 'جایزه Audie', 'جایزه پولیتزر غیرداستانی', 'جایزه ی لس آنجلس تایمز', 'خود زندگی نامه هایی که همه باید بخوانند', 'فهرست برترین زندگی نامه ها و خودزندگی نامه ها', 'فهرست برترین کتاب های «ادبیات مهاجرت»', 'فهرست کتاب های برگزیده به انتخاب «آمازون»']"
2244,7,رقعی,شومیز,,{335: 'گلی امامی'},978-9643210526,2005,1401,600,کتاب اجاق سرد آنجلا,Angela's Ashes,30 % تخفیف,4.09,"350,000","245,000",موجود,فرزان روز,76,فرانک مک کورت,3423,"""اجاق سرد آنجلا"" کتابی است به قلم ""فرانک مک کورت"" که براساس خاطرات وی نوشته شده است. داستان با به دنیا آمدن ""فرانک مک کورت"" جوان در آمریکا آغاز می شود و ادامه می یابد. پدرش دستمزد خانواده را در میخانه ها حیف و میل می کند و به زودی خانواده به ایرلند باز می گردند. در حالی که پدرش بی هدف از یک شغل به شغل دیگر و از یک میخانه به میخانه ی دیگر می رود ، فرانک و خانواده اش از زاغه ای به زاغه ی دیگر نقل مکان می کنند. همه جا برای فرانک پر از مصیبت است: مدرسه ، خانه ، آب و هوا ، شرایط ناخوشایند لیمریک و یک جمعیت به شدت متدین. فرانک که به اجبار زندگی، زودتر از آنچه باید مرد شد، در تلاش است تا با کار کردن به مادرش که چه مشغول کمک گرفتن از دولت است و چه گدایی، کمک کند، در حالی که پدرش در صنایع جنگی انگلستان مشغول کار و مصرف مشروبات الکلی است. فرانک فقط یک آرزو دارد و آن این است که به آمریکا برگردد ، جایی که ""همه، ستاره ی سینمایی هستند"".""اجاق سرد آنجلا"" نه تنها به دلیل واقعی بودن ، بلکه به دلیل برجسته کردن شرایط ویرانگری که میلیون ها نفر با آن روبرو هستند (و متاسفانه ادامه دارد) بسیار شگفت آور است. قدرت عظیم ""فرانک مک کورت"" در روایت کتاب، به دلیل روایت آن از دریچه ی نگاه خود جوانتر اوست نه روایت به وسیله ی یک بزرگسال در مورد آنچه که در جوانی دیده و انجام داده است. فرانک جوان از طریق غرایز بقا و فقط به این دلیل که در آن زمان درست به نظر می رسید (مثلا برای خوردن غذا سرقت می کند در حالی که به خودش قول می دهد بعدا همه آن را پس دهد) چنین مسیری را انتخاب می کند.","['برنده ی جایزه حلقه ی منتقدین کتاب آمریکا سال 1996', 'برنده جایزه ی پولیتزر سال 1997 برای زندگی نامه', 'برنده ی جایزه ی Audie سال 1996', 'برنده ی جایزه ی لس آنجلس تایمز 1996']","['جایزه ی حلقه منتقدین کتاب آمریکا', 'جایزه ی بوکه', 'ادبیات آمریکا', 'زندگی نامه', 'ادبیات مهاجرت', 'دهه 1990 میلادی', 'پرافتخارترین کتاب ها', 'پرفروش ترین کتاب های نیویورک تایمز', 'جایزه Audie', 'جایزه پولیتزر غیرداستانی', 'جایزه ی لس آنجلس تایمز', 'خود زندگی نامه هایی که همه باید بخوانند', 'فهرست برترین زندگی نامه ها و خودزندگی نامه ها', 'فهرست برترین کتاب های «ادبیات مهاجرت»', 'فهرست کتاب های برگزیده به انتخاب «آمازون»']"
2254,4,رقعی,شومیز,,{378: 'قاسم صنعوی'},978-6005733273,1973,1401,344,کتاب نکراسوف,Nekrassov,20 % تخفیف,3.8,"210,000","168,000",موجود,نشر کتاب پارسه,73,ژان پل سارتر,143,نکراسوف در دهه 1950 پاریس اتفاق می افتد. این زندگی روزنامه نگاری بدبخت به نام سیبیلوت را نشان می دهد که در روزنامه راست گرای فرانسه ، Soir á Paris فعالیت می کند. کار او بیشتر نوشتن تبلیغات ضد کمونیستی است. نقطه عطف اصلی زندگی او زمانی است که نمی تواند ایده خوبی بیاورد و رئیس او ، ژول پالوتین ، به او می گوید که اگر هیچ خبری پیدا نکند او را اخراج می کند. با این حال ، در طول دوران بیکاری و افسردگی او ، ژرژ دو والرا ، یک کلاهبردار تحت تعقیب بین المللی ، به خانه او می آید. استعداد اصلی دی والرا این است که با استفاده از سخنان خود تقریبا همه اطرافیانش را مجذوب کند. دی والرا به سیبیلوت گفت ، او داستانی دارد که می تواند شغل روزنامه نگار را نجات دهد اما تنها در صورت اینکه سیبیلوت او را به پلیس معرفی نکند، داستان را برای او بازگو می کند. پس از آن ما می توانیم نحوه تبدیل شدن ژرژ دو والرا به نیکیتا نکراسوف - وزیر فرار شوروی - و چند و چون زندگی او را در سطح قهرمان ملی فرانسه ببینیم.در نکراسوف خواننده می تواند موضوعات مختلفی را در فلسفه ژان پل سارتر مشاهده کند. مسئله هویت در حالی که ژرژ با خودش می جنگد تا تصمیم بگیرد کدام هویت قویتر است (نکراسوف یا ژرژ) یکی از عناصر اصلی است. با این حال ، مسئله قدرت و ساختار سلسله مراتبی آن نیز به چالش کشیده می شود.,[],"['ادبیات فرانسه', 'جایزه نوبل ادبیات', 'دهه 1970 میلادی', 'ادبیات نمایشی', 'نمایشنامه فلسفی']"
2254,4,رقعی,شومیز,,{378: 'قاسم صنعوی'},978-6005733273,1973,1401,344,کتاب نکراسوف,Nekrassov,20 % تخفیف,3.8,"210,000","168,000",موجود,نشر کتاب پارسه,73,ژان پل سارتر,143,نکراسوف در دهه 1950 پاریس اتفاق می افتد. این زندگی روزنامه نگاری بدبخت به نام سیبیلوت را نشان می دهد که در روزنامه راست گرای فرانسه ، Soir á Paris فعالیت می کند. کار او بیشتر نوشتن تبلیغات ضد کمونیستی است. نقطه عطف اصلی زندگی او زمانی است که نمی تواند ایده خوبی بیاورد و رئیس او ، ژول پالوتین ، به او می گوید که اگر هیچ خبری پیدا نکند او را اخراج می کند. با این حال ، در طول دوران بیکاری و افسردگی او ، ژرژ دو والرا ، یک کلاهبردار تحت تعقیب بین المللی ، به خانه او می آید. استعداد اصلی دی والرا این است که با استفاده از سخنان خود تقریبا همه اطرافیانش را مجذوب کند. دی والرا به سیبیلوت گفت ، او داستانی دارد که می تواند شغل روزنامه نگار را نجات دهد اما تنها در صورت اینکه سیبیلوت او را به پلیس معرفی نکند، داستان را برای او بازگو می کند. پس از آن ما می توانیم نحوه تبدیل شدن ژرژ دو والرا به نیکیتا نکراسوف - وزیر فرار شوروی - و چند و چون زندگی او را در سطح قهرمان ملی فرانسه ببینیم.در نکراسوف خواننده می تواند موضوعات مختلفی را در فلسفه ژان پل سارتر مشاهده کند. مسئله هویت در حالی که ژرژ با خودش می جنگد تا تصمیم بگیرد کدام هویت قویتر است (نکراسوف یا ژرژ) یکی از عناصر اصلی است. با این حال ، مسئله قدرت و ساختار سلسله مراتبی آن نیز به چالش کشیده می شود.,[],"['ادبیات فرانسه', 'جایزه نوبل ادبیات', 'دهه 1970 میلادی', 'ادبیات نمایشی', 'نمایشنامه فلسفی']"
2293,5,رقعی,شومیز,,{3466: 'فردین توسلیان'},978-600-97742-1-0‬‬,1984,1401,296,کتاب کشتی ساکورا,The Ark Sakura,20 % تخفیف,3.7,"110,000","88,000",موجود,کتاب فانوس,1348,کوبو آبه,101,کتاب کشتی ساکورا، رمانی نوشته ی کوبو آبه است که اولین بار در سال 1984 به انتشار رسید. در این داستان فانتزی تمثیلی و کافکائسک، شخصیتی به نام موش کور، معدنی بزرگ و زیرزمینی را به یک «کشتی» تبدیل کرده که می توان در آن، از هلوکاست هسته ای در پیش رو، جان سالم به در برد. موش کور اکنون به دنبال خدمه ی خود می گردد اما قربانی مردی کلاهبردار و دلال حشرات می شود. در داستان سوررئالی که پس از این اتفاق می افتد، کشتی توسط گروهی از جوانان و باندی شرور از افراد سالخورده مورد هجوم قرار می گیرد. این گروه شرور، با نام بروم بریگید شناخته می شود و رهبری اش در دستان پدر خبیث موش کور قرار دارد. کوبو آبه در کتاب کشتی ساکورا، داستانی فوق العاده هیجان انگیز و فراموش نشدنی را برای مخاطبین بی شمار خود در نظر گرفته است.,['کوبو آبه از نویسندگان پرفروش ژاپن'],"['ادبیات ژاپن', 'داستان فانتزی', 'ادبیات داستانی', 'ادبیات معاصر', 'ادبیات سورئالیسم', 'داستان پاد آرمان شهر', 'دهه 1980 میلادی', 'فانتزی']"
2293,5,رقعی,شومیز,,{3466: 'فردین توسلیان'},978-600-97742-1-0‬‬,1984,1401,296,کتاب کشتی ساکورا,The Ark Sakura,20 % تخفیف,3.7,"110,000","88,000",موجود,کتاب فانوس,1348,کوبو آبه,101,کتاب کشتی ساکورا، رمانی نوشته ی کوبو آبه است که اولین بار در سال 1984 به انتشار رسید. در این داستان فانتزی تمثیلی و کافکائسک، شخصیتی به نام موش کور، معدنی بزرگ و زیرزمینی را به یک «کشتی» تبدیل کرده که می توان در آن، از هلوکاست هسته ای در پیش رو، جان سالم به در برد. موش کور اکنون به دنبال خدمه ی خود می گردد اما قربانی مردی کلاهبردار و دلال حشرات می شود. در داستان سوررئالی که پس از این اتفاق می افتد، کشتی توسط گروهی از جوانان و باندی شرور از افراد سالخورده مورد هجوم قرار می گیرد. این گروه شرور، با نام بروم بریگید شناخته می شود و رهبری اش در دستان پدر خبیث موش کور قرار دارد. کوبو آبه در کتاب کشتی ساکورا، داستانی فوق العاده هیجان انگیز و فراموش نشدنی را برای مخاطبین بی شمار خود در نظر گرفته است.,['کوبو آبه از نویسندگان پرفروش ژاپن'],"['ادبیات ژاپن', 'داستان فانتزی', 'ادبیات داستانی', 'ادبیات معاصر', 'ادبیات سورئالیسم', 'داستان پاد آرمان شهر', 'دهه 1980 میلادی', 'فانتزی']"
2300,1,رقعی,شومیز,,{2765: 'فرید قدمی'},978-6003044418,1960,1396,79,کتاب دور از بودا,jack kerouac poems,30 % تخفیف,3.0,"50,000","35,000",موجود,فصل پنجم,1334,جک کروآک,583,جک کرواک در کنار ویلیام باروز و آلن گینزبرگ مثلث نسل بیت را تشکیل می دهد؛ نسلی که، گذشته از دستاورد عظیم ادبی اش، دست کم برای دو دهه تاثیر بسیاری بر فضای اجتماعی، فرهنگی و سیاسی آمریکا و حتا اروپا گذاشت. ویلیام باروز با رمان شگفت آورش «ناهار لخت» و آلن گینزبرگ با شعر شاهکار بلندش «زوزه» به همان شهرت و اعتباری رسیدند که کرواک با انتشار «در جاده» رسید. هایکوهای کرواک از اهمیت خاصی در مجموعه آثار او برخوردارند، چرا که هم از طرفی پیوند او را با بودیسم و مکاشفه شرقی عیان می کنند، هم سویه ای از سبک نوشتار او را به مخاطب نشان می دهند. در اغلب رمان های کرواک با «هایکو» رو به رو می شویم، گاه به شکل شعری مستقل در میانه رمان و گاه لا به لای سطرها. کتاب حاضر گزیده ای است از هایکوهای جک کرواک؛ شعرهای کوتاهی که پیوند او را با تفکر شرقی، به ویژه ذن بودیسم، نشان می دهند، همچنان که نشان دهنده پیوند او با هنر پاپ نیز هستند.,[],"['ادبیات آمریکا', 'دهه 1960 میلادی', 'شعر', 'شعر آمریکایی', 'نسل بیت']"
2300,1,رقعی,شومیز,,{2765: 'فرید قدمی'},978-6003044418,1960,1396,79,کتاب دور از بودا,jack kerouac poems,30 % تخفیف,3.0,"50,000","35,000",موجود,فصل پنجم,1334,جک کروآک,583,جک کرواک در کنار ویلیام باروز و آلن گینزبرگ مثلث نسل بیت را تشکیل می دهد؛ نسلی که، گذشته از دستاورد عظیم ادبی اش، دست کم برای دو دهه تاثیر بسیاری بر فضای اجتماعی، فرهنگی و سیاسی آمریکا و حتا اروپا گذاشت. ویلیام باروز با رمان شگفت آورش «ناهار لخت» و آلن گینزبرگ با شعر شاهکار بلندش «زوزه» به همان شهرت و اعتباری رسیدند که کرواک با انتشار «در جاده» رسید. هایکوهای کرواک از اهمیت خاصی در مجموعه آثار او برخوردارند، چرا که هم از طرفی پیوند او را با بودیسم و مکاشفه شرقی عیان می کنند، هم سویه ای از سبک نوشتار او را به مخاطب نشان می دهند. در اغلب رمان های کرواک با «هایکو» رو به رو می شویم، گاه به شکل شعری مستقل در میانه رمان و گاه لا به لای سطرها. کتاب حاضر گزیده ای است از هایکوهای جک کرواک؛ شعرهای کوتاهی که پیوند او را با تفکر شرقی، به ویژه ذن بودیسم، نشان می دهند، همچنان که نشان دهنده پیوند او با هنر پاپ نیز هستند.,[],"['ادبیات آمریکا', 'دهه 1960 میلادی', 'شعر', 'شعر آمریکایی', 'نسل بیت']"
